model,mode,samples,realtive time(sec),temperature (Celcius),cpu load(pct),cpu freq(Hz),ram usage(pct),swap usage(pct),voltage,current,power
cnn,train,6000,171.97,70.1,80.7,1500.35,12.9,0.0,5.07,-0.93,4.74
cnn,train,6000,172.58,70.1,83.4,1500.4,12.8,0.0,5.09,-1.01,5.12
cnn,train,6000,173.22,70.1,85.4,1500.35,12.7,0.0,5.09,-0.91,4.65
cnn,train,6000,173.88,69.1,86.9,1500.4,12.6,0.0,5.08,-0.96,4.88
cnn,train,6000,174.58,68.6,82.7,1500.4,12.7,0.0,5.08,-0.85,5.21
cnn,train,6000,175.19,69.1,84.0,1500.4,12.6,0.0,5.07,-1.0,5.09
cnn,train,6000,175.83,69.6,85.8,1500.35,12.8,0.0,5.07,-0.97,4.95
cnn,train,6000,176.49,68.6,87.4,1500.4,12.7,0.0,5.07,-0.89,4.54
cnn,train,6000,177.14,70.1,84.0,1500.4,12.9,0.0,5.06,-1.01,5.13
cnn,train,6000,177.81,70.6,85.3,1500.4,12.9,0.0,5.06,-1.09,5.5
cnn,train,6000,178.44,70.1,84.8,1500.4,12.8,0.0,5.07,-0.86,4.4
cnn,train,6000,179.11,69.6,85.3,1500.4,12.8,0.0,5.04,-1.13,5.71
cnn,train,6000,179.82,70.1,84.3,1500.4,12.8,0.0,5.06,-1.02,5.31
cnn,train,6000,180.46,69.6,86.1,1500.35,12.9,0.0,5.06,-1.04,5.29
cnn,train,6000,181.12,69.6,87.4,1500.35,12.9,0.0,5.06,-1.06,5.4
cnn,train,6000,181.81,69.6,86.4,1500.35,12.8,0.0,5.07,-0.96,5.06
cnn,train,6000,182.46,70.1,83.7,1500.35,12.9,0.0,5.05,-1.06,5.36
cnn,train,6000,183.14,70.6,85.1,1500.4,12.9,0.0,5.08,-0.96,4.84
cnn,train,6000,183.82,70.1,86.5,1500.35,12.8,0.0,5.06,-1.03,5.24
cnn,train,6000,184.47,69.1,84.8,1500.35,13.0,0.0,5.07,-0.99,5.06
cnn,train,6000,185.1,69.6,82.7,1500.35,12.8,0.0,5.07,-1.02,5.34
cnn,train,6000,185.77,69.6,84.8,1500.4,12.8,0.0,5.05,-1.09,5.5
cnn,train,6000,186.46,69.6,85.4,1500.4,13.0,0.0,5.11,-0.97,4.98
cnn,train,6000,187.14,69.6,85.9,1500.35,12.8,0.0,5.1,-0.99,5.07
cnn,train,6000,187.76,69.1,83.8,1500.35,12.9,0.0,5.07,-1.06,5.35
cnn,train,6000,188.42,69.1,83.8,1500.35,12.8,0.0,5.07,-1.07,5.4
cnn,train,6000,189.1,69.6,84.5,1500.35,12.9,0.0,5.06,-1.04,5.4
